t_ns,signal,voltage,value
56835000,SWDIO,0.100,
56840000,SWCLK,0.000,
56840000,SWDIO_SAMPLE_H,3.420,2.000
56845000,SWCLK,3.300,
56850000,SWCLK,0.000,
56850000,SWDIO_SAMPLE_H,3.420,3.000
56855000,SWCLK,3.300,
56855000,STEP_PHASE_TurnaroundToHost_Write,3.550,10.000
56855000,SWDIO,3.100,
56860000,SWCLK,0.000,
56865000,SWCLK,3.300,
56870000,SWCLK,0.000,
56870000,STEP_PHASE_RecvData_Write,3.550,11.000
56870000,SWDIO,3.300,
56870000,SWDIO,0.000,
56875000,SWCLK,3.300,
56875000,SWDIO_SAMPLE_T,3.420,1.000
56880000,SWCLK,0.000,
56885000,SWCLK,3.300,
56885000,SWDIO_SAMPLE_T,3.420,2.000
56890000,SWCLK,0.000,
56895000,SWCLK,3.300,
56895000,SWDIO_SAMPLE_T,3.420,3.000
56900000,SWCLK,0.000,
56905000,SWCLK,3.300,
56905000,SWDIO_SAMPLE_T,3.420,4.000
56910000,SWCLK,0.000,
56915000,SWCLK,3.300,
56915000,SWDIO_SAMPLE_T,3.420,5.000
56920000,SWCLK,0.000,
56925000,SWCLK,3.300,
56925000,SWDIO_SAMPLE_T,3.420,6.000
56930000,SWCLK,0.000,
56935000,SWCLK,3.300,
56935000,SWDIO_SAMPLE_T,3.420,7.000
56940000,SWCLK,0.000,
56945000,SWCLK,3.300,
56945000,SWDIO_SAMPLE_T,3.420,8.000
56950000,SWCLK,0.000,
56955000,SWCLK,3.300,
56955000,SWDIO_SAMPLE_T,3.420,9.000
56960000,SWCLK,0.000,
56965000,SWCLK,3.300,
56965000,SWDIO_SAMPLE_T,3.420,10.000
56970000,SWCLK,0.000,
56975000,SWCLK,3.300,
56975000,SWDIO_SAMPLE_T,3.420,11.000
56980000,SWCLK,0.000,
56985000,SWCLK,3.300,
56985000,SWDIO_SAMPLE_T,3.420,12.000
56990000,SWCLK,0.000,
56995000,SWCLK,3.300,
56995000,SWDIO_SAMPLE_T,3.420,13.000
57000000,SWCLK,0.000,
57005000,SWCLK,3.300,
57005000,SWDIO_SAMPLE_T,3.420,14.000
57010000,SWCLK,0.000,
57015000,SWCLK,3.300,
57015000,SWDIO_SAMPLE_T,3.420,15.000
57020000,SWCLK,0.000,
57025000,SWCLK,3.300,
57025000,SWDIO_SAMPLE_T,3.420,16.000
57030000,SWCLK,0.000,
57035000,SWCLK,3.300,
57035000,SWDIO_SAMPLE_T,3.420,17.000
57040000,SWCLK,0.000,
57045000,SWCLK,3.300,
57045000,SWDIO_SAMPLE_T,3.420,18.000
57050000,SWCLK,0.000,
57055000,SWCLK,3.300,
57055000,SWDIO_SAMPLE_T,3.420,19.000
57060000,SWCLK,0.000,
57065000,SWCLK,3.300,
57065000,SWDIO_SAMPLE_T,3.420,20.000
57070000,SWCLK,0.000,
57075000,SWCLK,3.300,
57075000,SWDIO_SAMPLE_T,3.420,21.000
57080000,SWCLK,0.000,
57085000,SWCLK,3.300,
57085000,SWDIO_SAMPLE_T,3.420,22.000
57090000,SWCLK,0.000,
57095000,SWCLK,3.300,
57095000,SWDIO_SAMPLE_T,3.420,23.000
57100000,SWCLK,0.000,
57105000,SWCLK,3.300,
57105000,SWDIO_SAMPLE_T,3.420,24.000
57110000,SWCLK,0.000,
57115000,SWCLK,3.300,
57115000,SWDIO_SAMPLE_T,3.420,25.000
57120000,SWCLK,0.000,
57125000,SWCLK,3.300,
57125000,SWDIO_SAMPLE_T,3.420,26.000
57130000,SWCLK,0.000,
57135000,SWCLK,3.300,
57135000,SWDIO_SAMPLE_T,3.420,27.000
57140000,SWCLK,0.000,
57145000,SWCLK,3.300,
57145000,SWDIO_SAMPLE_T,3.420,28.000
57150000,SWCLK,0.000,
57155000,SWCLK,3.300,
57155000,SWDIO_SAMPLE_T,3.420,29.000
57160000,SWCLK,0.000,
57165000,SWCLK,3.300,
57165000,SWDIO_SAMPLE_T,3.420,30.000
57170000,SWCLK,0.000,
57175000,SWCLK,3.300,
57175000,SWDIO_SAMPLE_T,3.420,31.000
57180000,SWCLK,0.000,
57185000,SWCLK,3.300,
57185000,SWDIO_SAMPLE_T,3.420,32.000
57190000,SWCLK,0.000,
57195000,SWCLK,3.300,
57195000,SWDIO_SAMPLE_T,3.420,33.000
57200000,SWCLK,0.000,
57200000,STEP_PHASE_Complete_Write,3.550,13.000
57205000,SWCLK,3.300,
57210000,SWCLK,0.000,
57215000,SWCLK,3.300,
57215000,SWDIO_SAMPLE_T,3.420,0.000
57220000,SWCLK,0.000,
57225000,SWCLK,3.300,
57225000,SWDIO_SAMPLE_T,3.420,0.000
57230000,SWCLK,0.000,
57235000,SWCLK,3.300,
57235000,SWDIO_SAMPLE_T,3.420,0.000
57240000,SWCLK,0.000,
57245000,SWCLK,3.300,
57245000,SWDIO_SAMPLE_T,3.420,0.000
57250000,SWCLK,0.000,
57255000,SWCLK,3.300,
57255000,SWDIO_SAMPLE_T,3.420,0.000
57260000,SWCLK,0.000,
57265000,SWCLK,3.300,
57265000,SWDIO_SAMPLE_T,3.420,0.000
57270000,SWCLK,0.000,
57275000,SWCLK,3.300,
57275000,SWDIO_SAMPLE_T,3.420,0.000
57280000,SWCLK,0.000,
57280000,SWDIO,3.300,
57280000,SWDIO,0.000,
57285000,SWCLK,3.300,
57285000,SWDIO_SAMPLE_T,3.420,0.000
57290000,SWCLK,0.000,
57295000,SWCLK,3.300,
57295000,SWDIO_SAMPLE_T,3.420,0.000
57300000,SWCLK,0.000,
57300000,SWDIO,3.300,
57305000,SWCLK,3.300,
57305000,SWDIO_SAMPLE_T,3.420,1.000
57310000,SWCLK,0.000,
57315000,SWCLK,3.300,
57315000,SWDIO_SAMPLE_T,3.420,2.000
57320000,SWCLK,0.000,
57320000,SWDIO,0.000,
57325000,SWCLK,3.300,
57325000,SWDIO_SAMPLE_T,3.420,3.000
57330000,SWCLK,0.000,
57335000,SWCLK,3.300,
57335000,SWDIO_SAMPLE_T,3.420,4.000
57340000,SWCLK,0.000,
57345000,SWCLK,3.300,
57345000,SWDIO_SAMPLE_T,3.420,5.000
57350000,SWCLK,0.000,
57350000,SWDIO,3.300,
57355000,SWCLK,3.300,
57355000,SWDIO_SAMPLE_T,3.420,6.000
57360000,SWCLK,0.000,
57360000,SWDIO,0.000,
57365000,SWCLK,3.300,
57365000,SWDIO_SAMPLE_T,3.420,7.000
57370000,SWCLK,0.000,
57370000,SWDIO,3.300,
57375000,SWCLK,3.300,
57375000,SWDIO_SAMPLE_T,3.420,8.000
57380000,SWCLK,0.000,
57380000,SWDIO,3.100,
57385000,SWCLK,3.300,
57385000,STEP_PHASE_SendAck_Write,3.550,8.000
57385000,SWDIO,3.200,
57390000,SWCLK,0.000,
57390000,SWDIO_SAMPLE_H,3.420,1.000
57395000,SWCLK,3.300,
57395000,SWDIO,0.100,
57400000,SWCLK,0.000,
57400000,SWDIO_SAMPLE_H,3.420,2.000
57405000,SWCLK,3.300,
57410000,SWCLK,0.000,
57410000,SWDIO_SAMPLE_H,3.420,3.000
57415000,SWCLK,3.300,
57415000,STEP_PHASE_TurnaroundToHost_Write,3.550,10.000
57415000,SWDIO,3.100,
57420000,SWCLK,0.000,
57425000,SWCLK,3.300,
57430000,SWCLK,0.000,
57430000,STEP_PHASE_RecvData_Write,3.550,11.000
57430000,SWDIO,3.300,
57430000,SWDIO,0.000,
57435000,SWCLK,3.300,
57435000,SWDIO_SAMPLE_T,3.420,1.000
57440000,SWCLK,0.000,
57440000,SWDIO,3.300,
57445000,SWCLK,3.300,
57445000,SWDIO_SAMPLE_T,3.420,2.000
57450000,SWCLK,0.000,
57450000,SWDIO,0.000,
57455000,SWCLK,3.300,
57455000,SWDIO_SAMPLE_T,3.420,3.000
57460000,SWCLK,0.000,
57465000,SWCLK,3.300,
57465000,SWDIO_SAMPLE_T,3.420,4.000
57470000,SWCLK,0.000,
57470000,SWDIO,3.300,
57475000,SWCLK,3.300,
57475000,SWDIO_SAMPLE_T,3.420,5.000
57480000,SWCLK,0.000,
57480000,SWDIO,0.000,
57485000,SWCLK,3.300,
57485000,SWDIO_SAMPLE_T,3.420,6.000
57490000,SWCLK,0.000,
57495000,SWCLK,3.300,
57495000,SWDIO_SAMPLE_T,3.420,7.000
57500000,SWCLK,0.000,
57505000,SWCLK,3.300,
57505000,SWDIO_SAMPLE_T,3.420,8.000
57510000,SWCLK,0.000,
57515000,SWCLK,3.300,
57515000,SWDIO_SAMPLE_T,3.420,9.000
57520000,SWCLK,0.000,
57525000,SWCLK,3.300,
57525000,SWDIO_SAMPLE_T,3.420,10.000
57530000,SWCLK,0.000,
57535000,SWCLK,3.300,
57535000,SWDIO_SAMPLE_T,3.420,11.000
57540000,SWCLK,0.000,
57545000,SWCLK,3.300,
57545000,SWDIO_SAMPLE_T,3.420,12.000
57550000,SWCLK,0.000,
57555000,SWCLK,3.300,
57555000,SWDIO_SAMPLE_T,3.420,13.000
57560000,SWCLK,0.000,
57565000,SWCLK,3.300,
57565000,SWDIO_SAMPLE_T,3.420,14.000
57570000,SWCLK,0.000,
57575000,SWCLK,3.300,
57575000,SWDIO_SAMPLE_T,3.420,15.000
57580000,SWCLK,0.000,
57585000,SWCLK,3.300,
57585000,SWDIO_SAMPLE_T,3.420,16.000
57590000,SWCLK,0.000,
57595000,SWCLK,3.300,
57595000,SWDIO_SAMPLE_T,3.420,17.000
57600000,SWCLK,0.000,
57605000,SWCLK,3.300,
57605000,SWDIO_SAMPLE_T,3.420,18.000
57610000,SWCLK,0.000,
57615000,SWCLK,3.300,
57615000,SWDIO_SAMPLE_T,3.420,19.000
57620000,SWCLK,0.000,
57625000,SWCLK,3.300,
57625000,SWDIO_SAMPLE_T,3.420,20.000
57630000,SWCLK,0.000,
57635000,SWCLK,3.300,
57635000,SWDIO_SAMPLE_T,3.420,21.000
57640000,SWCLK,0.000,
57645000,SWCLK,3.300,
57645000,SWDIO_SAMPLE_T,3.420,22.000
57650000,SWCLK,0.000,
57655000,SWCLK,3.300,
57655000,SWDIO_SAMPLE_T,3.420,23.000
57660000,SWCLK,0.000,
57665000,SWCLK,3.300,
57665000,SWDIO_SAMPLE_T,3.420,24.000
57670000,SWCLK,0.000,
57675000,SWCLK,3.300,
57675000,SWDIO_SAMPLE_T,3.420,25.000
57680000,SWCLK,0.000,
57685000,SWCLK,3.300,
57685000,SWDIO_SAMPLE_T,3.420,26.000
57690000,SWCLK,0.000,
57695000,SWCLK,3.300,
57695000,SWDIO_SAMPLE_T,3.420,27.000
57700000,SWCLK,0.000,
57705000,SWCLK,3.300,
57705000,SWDIO_SAMPLE_T,3.420,28.000
57710000,SWCLK,0.000,
57715000,SWCLK,3.300,
57715000,SWDIO_SAMPLE_T,3.420,29.000
57720000,SWCLK,0.000,
57725000,SWCLK,3.300,
57725000,SWDIO_SAMPLE_T,3.420,30.000
57730000,SWCLK,0.000,
57735000,SWCLK,3.300,
57735000,SWDIO_SAMPLE_T,3.420,31.000
57740000,SWCLK,0.000,
57745000,SWCLK,3.300,
57745000,SWDIO_SAMPLE_T,3.420,32.000
57750000,SWCLK,0.000,
57755000,SWCLK,3.300,
57755000,SWDIO_SAMPLE_T,3.420,33.000
57760000,SWCLK,0.000,
57760000,STEP_PHASE_Complete_Write,3.550,13.000
57765000,SWCLK,3.300,
57770000,SWCLK,0.000,
57775000,SWCLK,3.300,
57775000,SWDIO_SAMPLE_T,3.420,0.000
57780000,SWCLK,0.000,
57785000,SWCLK,3.300,
57785000,SWDIO_SAMPLE_T,3.420,0.000
57790000,SWCLK,0.000,
57795000,SWCLK,3.300,
57795000,SWDIO_SAMPLE_T,3.420,0.000
57800000,SWCLK,0.000,
57805000,SWCLK,3.300,
57805000,SWDIO_SAMPLE_T,3.420,0.000
57810000,SWCLK,0.000,
57815000,SWCLK,3.300,
57815000,SWDIO_SAMPLE_T,3.420,0.000
57820000,SWCLK,0.000,
57825000,SWCLK,3.300,
57825000,SWDIO_SAMPLE_T,3.420,0.000
57830000,SWCLK,0.000,
57835000,SWCLK,3.300,
57835000,SWDIO_SAMPLE_T,3.420,0.000
57840000,SWCLK,0.000,
57840000,SWDIO,3.300,
57840000,SWDIO,0.000,
57845000,SWCLK,3.300,
57845000,SWDIO_SAMPLE_T,3.420,0.000
57850000,SWCLK,0.000,
57855000,SWCLK,3.300,
57855000,SWDIO_SAMPLE_T,3.420,0.000
57860000,SWCLK,0.000,
57860000,SWDIO,3.300,
57865000,SWCLK,3.300,
57865000,SWDIO_SAMPLE_T,3.420,1.000
57870000,SWCLK,0.000,
57875000,SWCLK,3.300,
57875000,SWDIO_SAMPLE_T,3.420,2.000
57880000,SWCLK,0.000,
57880000,SWDIO,0.000,
57885000,SWCLK,3.300,
57885000,SWDIO_SAMPLE_T,3.420,3.000
57890000,SWCLK,0.000,
57890000,SWDIO,3.300,
57895000,SWCLK,3.300,
57895000,SWDIO_SAMPLE_T,3.420,4.000
57900000,SWCLK,0.000,
57900000,SWDIO,0.000,
57905000,SWCLK,3.300,
57905000,SWDIO_SAMPLE_T,3.420,5.000
57910000,SWCLK,0.000,
57915000,SWCLK,3.300,
57915000,SWDIO_SAMPLE_T,3.420,6.000
57920000,SWCLK,0.000,
57925000,SWCLK,3.300,
57925000,SWDIO_SAMPLE_T,3.420,7.000
57930000,SWCLK,0.000,
57930000,SWDIO,3.300,
57935000,SWCLK,3.300,
57935000,SWDIO_SAMPLE_T,3.420,8.000
57940000,SWCLK,0.000,
57940000,SWDIO,3.100,
57945000,SWCLK,3.300,
57945000,STEP_PHASE_SendAck_Write,3.550,8.000
57945000,SWDIO,3.200,
57950000,SWCLK,0.000,
57950000,SWDIO_SAMPLE_H,3.420,1.000
57955000,SWCLK,3.300,
57955000,SWDIO,0.100,
57960000,SWCLK,0.000,
57960000,SWDIO_SAMPLE_H,3.420,2.000
57965000,SWCLK,3.300,
57970000,SWCLK,0.000,
57970000,SWDIO_SAMPLE_H,3.420,3.000
57975000,SWCLK,3.300,
57975000,STEP_PHASE_TurnaroundToHost_Write,3.550,10.000
57975000,SWDIO,3.100,
57980000,SWCLK,0.000,
57985000,SWCLK,3.300,
57990000,SWCLK,0.000,
57990000,STEP_PHASE_RecvData_Write,3.550,11.000
57990000,SWDIO,3.300,
57990000,SWDIO,0.000,
57995000,SWCLK,3.300,
57995000,SWDIO_SAMPLE_T,3.420,1.000
58000000,SWCLK,0.000,
58005000,SWCLK,3.300,
58005000,SWDIO_SAMPLE_T,3.420,2.000
58010000,SWCLK,0.000,
58015000,SWCLK,3.300,
58015000,SWDIO_SAMPLE_T,3.420,3.000
58020000,SWCLK,0.000,
58020000,SWDIO,3.300,
58025000,SWCLK,3.300,
58025000,SWDIO_SAMPLE_T,3.420,4.000
58030000,SWCLK,0.000,
58030000,SWDIO,0.000,
58035000,SWCLK,3.300,
58035000,SWDIO_SAMPLE_T,3.420,5.000
58040000,SWCLK,0.000,
58045000,SWCLK,3.300,
58045000,SWDIO_SAMPLE_T,3.420,6.000
58050000,SWCLK,0.000,
58055000,SWCLK,3.300,
58055000,SWDIO_SAMPLE_T,3.420,7.000
58060000,SWCLK,0.000,
58065000,SWCLK,3.300,
58065000,SWDIO_SAMPLE_T,3.420,8.000
58070000,SWCLK,0.000,
58075000,SWCLK,3.300,
58075000,SWDIO_SAMPLE_T,3.420,9.000
58080000,SWCLK,0.000,
58085000,SWCLK,3.300,
58085000,SWDIO_SAMPLE_T,3.420,10.000
58090000,SWCLK,0.000,
58095000,SWCLK,3.300,
58095000,SWDIO_SAMPLE_T,3.420,11.000
58100000,SWCLK,0.000,
58105000,SWCLK,3.300,
58105000,SWDIO_SAMPLE_T,3.420,12.000
58110000,SWCLK,0.000,
58115000,SWCLK,3.300,
58115000,SWDIO_SAMPLE_T,3.420,13.000
58120000,SWCLK,0.000,
58120000,SWDIO,3.300,
58125000,SWCLK,3.300,
58125000,SWDIO_SAMPLE_T,3.420,14.000
58130000,SWCLK,0.000,
58130000,SWDIO,0.000,
58135000,SWCLK,3.300,
58135000,SWDIO_SAMPLE_T,3.420,15.000
58140000,SWCLK,0.000,
58145000,SWCLK,3.300,
58145000,SWDIO_SAMPLE_T,3.420,16.000
58150000,SWCLK,0.000,
58155000,SWCLK,3.300,
58155000,SWDIO_SAMPLE_T,3.420,17.000
58160000,SWCLK,0.000,
58160000,SWDIO,3.300,
58165000,SWCLK,3.300,
58165000,SWDIO_SAMPLE_T,3.420,18.000
58170000,SWCLK,0.000,
58170000,SWDIO,0.000,
58175000,SWCLK,3.300,
58175000,SWDIO_SAMPLE_T,3.420,19.000
58180000,SWCLK,0.000,
58185000,SWCLK,3.300,
58185000,SWDIO_SAMPLE_T,3.420,20.000
58190000,SWCLK,0.000,
58195000,SWCLK,3.300,
58195000,SWDIO_SAMPLE_T,3.420,21.000
58200000,SWCLK,0.000,
58205000,SWCLK,3.300,
58205000,SWDIO_SAMPLE_T,3.420,22.000
58210000,SWCLK,0.000,
58215000,SWCLK,3.300,
58215000,SWDIO_SAMPLE_T,3.420,23.000
58220000,SWCLK,0.000,
58225000,SWCLK,3.300,
58225000,SWDIO_SAMPLE_T,3.420,24.000
58230000,SWCLK,0.000,
58235000,SWCLK,3.300,
58235000,SWDIO_SAMPLE_T,3.420,25.000
58240000,SWCLK,0.000,
58245000,SWCLK,3.300,
58245000,SWDIO_SAMPLE_T,3.420,26.000
58250000,SWCLK,0.000,
58255000,SWCLK,3.300,
58255000,SWDIO_SAMPLE_T,3.420,27.000
58260000,SWCLK,0.000,
58265000,SWCLK,3.300,
58265000,SWDIO_SAMPLE_T,3.420,28.000
58270000,SWCLK,0.000,
58275000,SWCLK,3.300,
58275000,SWDIO_SAMPLE_T,3.420,29.000
58280000,SWCLK,0.000,
58285000,SWCLK,3.300,
58285000,SWDIO_SAMPLE_T,3.420,30.000
58290000,SWCLK,0.000,
58290000,SWDIO,3.300,
58295000,SWCLK,3.300,
58295000,SWDIO_SAMPLE_T,3.420,31.000
58300000,SWCLK,0.000,
58300000,SWDIO,0.000,
58305000,SWCLK,3.300,
58305000,SWDIO_SAMPLE_T,3.420,32.000
58310000,SWCLK,0.000,
58315000,SWCLK,3.300,
58315000,SWDIO_SAMPLE_T,3.420,33.000
58320000,SWCLK,0.000,
58320000,STEP_PHASE_Complete_Write,3.550,13.000
58325000,SWCLK,3.300,
58330000,SWCLK,0.000,
58335000,SWCLK,3.300,
58335000,SWDIO_SAMPLE_T,3.420,0.000
58340000,SWCLK,0.000,
58345000,SWCLK,3.300,
58345000,SWDIO_SAMPLE_T,3.420,0.000
58350000,SWCLK,0.000,
58355000,SWCLK,3.300,
58355000,SWDIO_SAMPLE_T,3.420,0.000
58360000,SWCLK,0.000,
58365000,SWCLK,3.300,
58365000,SWDIO_SAMPLE_T,3.420,0.000
58370000,SWCLK,0.000,
58375000,SWCLK,3.300,
58375000,SWDIO_SAMPLE_T,3.420,0.000
58380000,SWCLK,0.000,
58385000,SWCLK,3.300,
58385000,SWDIO_SAMPLE_T,3.420,0.000
58390000,SWCLK,0.000,
58395000,SWCLK,3.300,
58395000,SWDIO_SAMPLE_T,3.420,0.000
58400000,SWCLK,0.000,
58400000,SWDIO,3.300,
58400000,SWDIO,0.000,
58405000,SWCLK,3.300,
58405000,SWDIO_SAMPLE_T,3.420,0.000
58410000,SWCLK,0.000,
58415000,SWCLK,3.300,
58415000,SWDIO_SAMPLE_T,3.420,0.000
58420000,SWCLK,0.000,
58420000,SWDIO,3.300,
58425000,SWCLK,3.300,
58425000,SWDIO_SAMPLE_T,3.420,1.000
58430000,SWCLK,0.000,
58435000,SWCLK,3.300,
58435000,SWDIO_SAMPLE_T,3.420,2.000
58440000,SWCLK,0.000,
58440000,SWDIO,0.000,
58445000,SWCLK,3.300,
58445000,SWDIO_SAMPLE_T,3.420,3.000
58450000,SWCLK,0.000,
58450000,SWDIO,3.300,
58455000,SWCLK,3.300,
58455000,SWDIO_SAMPLE_T,3.420,4.000
58460000,SWCLK,0.000,
58465000,SWCLK,3.300,
58465000,SWDIO_SAMPLE_T,3.420,5.000
58470000,SWCLK,0.000,
58475000,SWCLK,3.300,
58475000,SWDIO_SAMPLE_T,3.420,6.000
58480000,SWCLK,0.000,
58480000,SWDIO,0.000,
58485000,SWCLK,3.300,
58485000,SWDIO_SAMPLE_T,3.420,7.000
58490000,SWCLK,0.000,
58490000,SWDIO,3.300,
58495000,SWCLK,3.300,
58495000,SWDIO_SAMPLE_T,3.420,8.000
58500000,SWCLK,0.000,
58500000,SWDIO,3.100,
58505000,SWCLK,3.300,
58505000,STEP_PHASE_SendAck_Write,3.550,8.000
58505000,SWDIO,3.200,
58510000,SWCLK,0.000,
58510000,SWDIO_SAMPLE_H,3.420,1.000
58515000,SWCLK,3.300,
58515000,SWDIO,0.100,
58520000,SWCLK,0.000,
58520000,SWDIO_SAMPLE_H,3.420,2.000
58525000,SWCLK,3.300,
58530000,SWCLK,0.000,
58530000,SWDIO_SAMPLE_H,3.420,3.000
58535000,SWCLK,3.300,
58535000,STEP_PHASE_TurnaroundToHost_Write,3.550,10.000
58535000,SWDIO,3.100,
58540000,SWCLK,0.000,
58545000,SWCLK,3.300,
58550000,SWCLK,0.000,
58550000,STEP_PHASE_RecvData_Write,3.550,11.000
58550000,SWDIO,3.300,
58555000,SWCLK,3.300,
58555000,SWDIO_SAMPLE_T,3.420,1.000
58560000,SWCLK,0.000,
58565000,SWCLK,3.300,
58565000,SWDIO_SAMPLE_T,3.420,2.000
58570000,SWCLK,0.000,
58570000,SWDIO,0.000,
58575000,SWCLK,3.300,
58575000,SWDIO_SAMPLE_T,3.420,3.000
58580000,SWCLK,0.000,
58585000,SWCLK,3.300,
58585000,SWDIO_SAMPLE_T,3.420,4.000
58590000,SWCLK,0.000,
58595000,SWCLK,3.300,
58595000,SWDIO_SAMPLE_T,3.420,5.000
58600000,SWCLK,0.000,
58600000,SWDIO,3.300,
58605000,SWCLK,3.300,
58605000,SWDIO_SAMPLE_T,3.420,6.000
58610000,SWCLK,0.000,
58610000,SWDIO,0.000,
58615000,SWCLK,3.300,
58615000,SWDIO_SAMPLE_T,3.420,7.000
58620000,SWCLK,0.000,
58625000,SWCLK,3.300,
58625000,SWDIO_SAMPLE_T,3.420,8.000
58630000,SWCLK,0.000,
58630000,SWDIO,3.300,
58635000,SWCLK,3.300,
58635000,SWDIO_SAMPLE_T,3.420,9.000
58640000,SWCLK,0.000,
58640000,SWDIO,0.000,
58645000,SWCLK,3.300,
58645000,SWDIO_SAMPLE_T,3.420,10.000
58650000,SWCLK,0.000,
58655000,SWCLK,3.300,
58655000,SWDIO_SAMPLE_T,3.420,11.000
58660000,SWCLK,0.000,
58665000,SWCLK,3.300,
58665000,SWDIO_SAMPLE_T,3.420,12.000
58670000,SWCLK,0.000,
58675000,SWCLK,3.300,
58675000,SWDIO_SAMPLE_T,3.420,13.000
58680000,SWCLK,0.000,
58685000,SWCLK,3.300,
58685000,SWDIO_SAMPLE_T,3.420,14.000
58690000,SWCLK,0.000,
58695000,SWCLK,3.300,
58695000,SWDIO_SAMPLE_T,3.420,15.000
58700000,SWCLK,0.000,
58705000,SWCLK,3.300,
58705000,SWDIO_SAMPLE_T,3.420,16.000
58710000,SWCLK,0.000,
58710000,SWDIO,3.300,
58715000,SWCLK,3.300,
58715000,SWDIO_SAMPLE_T,3.420,17.000
58720000,SWCLK,0.000,
58725000,SWCLK,3.300,
58725000,SWDIO_SAMPLE_T,3.420,18.000
58730000,SWCLK,0.000,
58735000,SWCLK,3.300,
58735000,SWDIO_SAMPLE_T,3.420,19.000
58740000,SWCLK,0.000,
58740000,SWDIO,0.000,
58745000,SWCLK,3.300,
58745000,SWDIO_SAMPLE_T,3.420,20.000
58750000,SWCLK,0.000,
58755000,SWCLK,3.300,
58755000,SWDIO_SAMPLE_T,3.420,21.000
58760000,SWCLK,0.000,
58760000,SWDIO,3.300,
58765000,SWCLK,3.300,
58765000,SWDIO_SAMPLE_T,3.420,22.000
58770000,SWCLK,0.000,
58775000,SWCLK,3.300,
58775000,SWDIO_SAMPLE_T,3.420,23.000
58780000,SWCLK,0.000,
58780000,SWDIO,0.000,
58785000,SWCLK,3.300,
58785000,SWDIO_SAMPLE_T,3.420,24.000
58790000,SWCLK,0.000,
58790000,SWDIO,3.300,
58795000,SWCLK,3.300,
58795000,SWDIO_SAMPLE_T,3.420,25.000
58800000,SWCLK,0.000,
58800000,SWDIO,0.000,
58805000,SWCLK,3.300,
58805000,SWDIO_SAMPLE_T,3.420,26.000
58810000,SWCLK,0.000,
58810000,SWDIO,3.300,
58815000,SWCLK,3.300,
58815000,SWDIO_SAMPLE_T,3.420,27.000
58820000,SWCLK,0.000,
58820000,SWDIO,0.000,
58825000,SWCLK,3.300,
58825000,SWDIO_SAMPLE_T,3.420,28.000
58830000,SWCLK,0.000,
58835000,SWCLK,3.300,
58835000,SWDIO_SAMPLE_T,3.420,29.000
58840000,SWCLK,0.000,
58845000,SWCLK,3.300,
58845000,SWDIO_SAMPLE_T,3.420,30.000
58850000,SWCLK,0.000,
58850000,SWDIO,3.300,
58855000,SWCLK,3.300,
58855000,SWDIO_SAMPLE_T,3.420,31.000
58860000,SWCLK,0.000,
58860000,SWDIO,0.000,
58865000,SWCLK,3.300,
58865000,SWDIO_SAMPLE_T,3.420,32.000
58870000,SWCLK,0.000,
58875000,SWCLK,3.300,
58875000,SWDIO_SAMPLE_T,3.420,33.000
58880000,SWCLK,0.000,
58880000,STEP_PHASE_Complete_Write,3.550,13.000
58885000,SWCLK,3.300,
58890000,SWCLK,0.000,
58895000,SWCLK,3.300,
58895000,SWDIO_SAMPLE_T,3.420,0.000
58900000,SWCLK,0.000,
58905000,SWCLK,3.300,
58905000,SWDIO_SAMPLE_T,3.420,0.000
58910000,SWCLK,0.000,
58915000,SWCLK,3.300,
58915000,SWDIO_SAMPLE_T,3.420,0.000
58920000,SWCLK,0.000,
58925000,SWCLK,3.300,
58925000,SWDIO_SAMPLE_T,3.420,0.000
58930000,SWCLK,0.000,
58935000,SWCLK,3.300,
58935000,SWDIO_SAMPLE_T,3.420,0.000
58940000,SWCLK,0.000,
58945000,SWCLK,3.300,
58945000,SWDIO_SAMPLE_T,3.420,0.000
58950000,SWCLK,0.000,
58955000,SWCLK,3.300,
58955000,SWDIO_SAMPLE_T,3.420,0.000
58960000,SWCLK,0.000,
58960000,SWDIO,3.300,
58960000,SWDIO,0.000,
58965000,SWCLK,3.300,
58965000,SWDIO_SAMPLE_T,3.420,0.000
58970000,SWCLK,0.000,
58975000,SWCLK,3.300,
58975000,SWDIO_SAMPLE_T,3.420,0.000
58980000,SWCLK,0.000,
58980000,SWDIO,3.300,
58985000,SWCLK,3.300,
58985000,SWDIO_SAMPLE_T,3.420,1.000
58990000,SWCLK,0.000,
58990000,SWDIO,0.000,
58995000,SWCLK,3.300,
58995000,SWDIO_SAMPLE_T,3.420,2.000
59000000,SWCLK,0.000,
59005000,SWCLK,3.300,
59005000,SWDIO_SAMPLE_T,3.420,3.000
59010000,SWCLK,0.000,
59015000,SWCLK,3.300,
59015000,SWDIO_SAMPLE_T,3.420,4.000
59020000,SWCLK,0.000,
59020000,SWDIO,3.300,
59025000,SWCLK,3.300,
59025000,SWDIO_SAMPLE_T,3.420,5.000
59030000,SWCLK,0.000,
59035000,SWCLK,3.300,
59035000,SWDIO_SAMPLE_T,3.420,6.000
59040000,SWCLK,0.000,
59040000,SWDIO,0.000,
59045000,SWCLK,3.300,
59045000,SWDIO_SAMPLE_T,3.420,7.000
59050000,SWCLK,0.000,
59050000,SWDIO,3.300,
59055000,SWCLK,3.300,
59055000,SWDIO_SAMPLE_T,3.420,8.000
59060000,SWCLK,0.000,
59060000,SWDIO,3.100,
