time_since_start_of_packet_ms gap_ms max_gap_ms byte
3108.264 0.015 102.136 0B
3108.278 0.014 102.136 43
3108.293 0.014 102.136 13
3108.307 0.014 102.136 60
3108.321 0.014 102.136 F8
3108.335 0.014 102.136 BD
3108.350 0.014 102.136 96
3108.364 0.014 102.136 23
3108.379 0.015 102.136 1F
3108.393 0.014 102.136 1C
3108.407 0.014 102.136 CA
3108.422 0.015 102.136 E7
3108.437 0.015 102.136 C0
3108.451 0.014 102.136 46
3108.465 0.014 102.136 7E
3108.480 0.015 102.136 12
3108.495 0.015 102.136 00
3108.509 0.014 102.136 20
3108.523 0.014 102.136 E8
3108.537 0.014 102.136 11
3108.551 0.014 102.136 00
3108.564 0.014 102.136 20
3108.579 0.014 102.136 7F
3108.593 0.014 102.136 12
3108.607 0.014 102.136 00
3108.621 0.014 102.136 20
3108.635 0.014 102.136 00
3108.649 0.014 102.136 38
3108.663 0.014 102.136 01
3108.677 0.014 102.136 40
3108.692 0.014 102.136 04
3108.706 0.014 102.136 4B
3108.720 0.014 102.136 01
3108.735 0.014 102.136 20
3108.749 0.014 102.136 1B
3110.751 2.003 102.136 78
3110.776 0.024 102.136 00
3110.791 0.016 102.136 2B
3110.806 0.014 102.136 03
3110.820 0.014 102.136 D1
3110.834 0.015 102.136 03
3110.849 0.015 102.136 4B
3110.863 0.014 102.136 DB
3110.877 0.014 102.136 69
3110.890 0.014 102.136 9B
3110.904 0.014 102.136 09
3110.919 0.015 102.136 98
3110.934 0.015 102.136 43
3110.948 0.014 102.136 70
3110.962 0.014 102.136 47
3110.976 0.014 102.136 7E
3110.990 0.014 102.136 12
3111.004 0.014 102.136 00
3111.018 0.014 102.136 20
3111.032 0.014 102.136 00
3111.047 0.015 102.136 38
3111.062 0.014 102.136 01
3111.076 0.014 102.136 40
3111.090 0.014 102.136 40
3111.104 0.014 102.136 21
3111.118 0.014 102.136 04
3111.132 0.014 102.136 4A
3111.146 0.014 102.136 04
3111.161 0.015 102.136 48
3111.176 0.015 102.136 13
3111.190 0.014 102.136 78
3111.205 0.015 102.136 00
3111.219 0.014 102.136 2B
3111.233 0.014 102.136 FC
3111.248 0.015 102.136 D1
3111.264 0.016 102.136 C3
3111.280 0.015 102.136 69
3111.294 0.014 102.136 19
3111.308 0.014 102.136 42
3111.323 0.014 102.136 F9
3111.337 0.014 102.136 D0
3111.351 0.014 102.136 70
3111.365 0.014 102.136 47
3111.379 0.014 102.136 7E
3111.394 0.015 102.136 12
3111.408 0.014 102.136 00
3111.422 0.014 102.136 20
3111.436 0.014 102.136 00
3111.450 0.014 102.136 38
3111.464 0.014 102.136 01
3111.479 0.014 102.136 40
3111.493 0.014 102.136 30
3111.507 0.014 102.136 B5
3111.521 0.014 102.136 00
3111.535 0.014 102.136 28
3111.549 0.014 102.136 34
3111.563 0.014 102.136 D1
3111.578 0.015 102.136 2E
3111.592 0.014 102.136 4B
3111.606 0.014 102.136 1B
3111.622 0.016 102.136 78
3111.636 0.014 102.136 00
3111.651 0.014 102.136 2B
3111.665 0.014 102.136 31
3113.361 1.697 102.136 D0
3113.383 0.022 102.136 2D
3113.398 0.015 102.136 4B
3113.412 0.014 102.136 1A
3113.427 0.014 102.136 78
3113.441 0.014 102.136 D1
3113.455 0.014 102.136 B2
3113.469 0.014 102.136 00
3113.483 0.014 102.136 2A
3113.497 0.014 102.136 FB
3113.511 0.014 102.136 D1
3113.525 0.014 102.136 2B
3113.540 0.015 102.136 4A
3113.555 0.015 102.136 2C
3113.569 0.015 102.136 48
3113.584 0.014 102.136 14
3113.598 0.014 102.136 68
3113.612 0.014 102.136 80
3113.626 0.014 102.136 25
3113.684 0.058 102.136 04
3113.702 0.018 102.136 60
3113.717 0.015 102.136 92
3113.732 0.015 102.136 88
3113.747 0.015 102.136 2A
3113.762 0.015 102.136 4C
3113.776 0.015 102.136 82
3113.791 0.015 102.136 80
3113.805 0.014 102.136 2A
3113.820 0.014 102.136 4A
3113.834 0.014 102.136 11
3113.848 0.014 102.136 70
3113.862 0.014 102.136 06
3113.877 0.014 102.136 21
3113.891 0.015 102.136 19
3113.906 0.014 102.136 70
3113.920 0.014 102.136 E1
3113.934 0.015 102.136 69
3113.949 0.014 102.136 09
3113.963 0.014 102.136 06
3113.977 0.014 102.136 10
3113.991 0.014 102.136 D4
3114.005 0.014 102.136 12
3114.019 0.014 102.136 E0
3114.033 0.014 102.136 11
3114.047 0.014 102.136 78
3114.060 0.014 102.136 C9
3114.075 0.014 102.136 B2
3114.088 0.014 102.136 41
3114.103 0.014 102.136 5C
3114.117 0.014 102.136 C9
3114.130 0.014 102.136 B2
3114.145 0.014 102.136 A1
3114.159 0.014 102.136 62
3114.173 0.014 102.136 19
3114.187 0.014 102.136 78
3114.201 0.014 102.136 01
3114.215 0.014 102.136 39
3114.229 0.014 102.136 C9
3114.243 0.014 102.136 B2
3114.257 0.014 102.136 19
3114.271 0.014 102.136 70
3114.285 0.014 102.136 11
3114.299 0.014 102.136 78
3114.313 0.014 102.136 01
3116.278 1.966 102.136 31
3116.301 0.022 102.136 C9
3116.315 0.015 102.136 B2
3116.330 0.015 102.136 11
3116.345 0.015 102.136 70
3116.401 0.056 102.136 E1
3116.418 0.017 102.136 69
3116.433 0.015 102.136 0D
3116.448 0.015 102.136 42
3116.463 0.015 102.136 02
3116.477 0.015 102.136 D0
3116.492 0.015 102.136 19
3116.507 0.014 102.136 78
3116.523 0.016 102.136 00
3116.537 0.014 102.136 29
3116.551 0.014 102.136 EC
3116.565 0.014 102.136 D1
3116.579 0.014 102.136 1B
3116.594 0.015 102.136 78
3116.609 0.015 102.136 00
3116.627 0.018 102.136 2B
3116.641 0.015 102.136 05
3116.656 0.015 102.136 D0
3116.670 0.014 102.136 80
3116.685 0.015 102.136 23
3116.699 0.015 102.136 1A
3116.715 0.015 102.136 4A
3116.729 0.015 102.136 DB
3116.744 0.014 102.136 05
3116.758 0.014 102.136 11
3116.773 0.015 102.136 68
3116.787 0.014 102.136 0B
3116.802 0.015 102.136 43
3116.817 0.014 102.136 13
3116.831 0.015 102.136 60
3116.846 0.015 102.136 30
3116.860 0.014 102.136 BD
3116.875 0.014 102.136 14
3116.889 0.014 102.136 4B
3116.903 0.014 102.136 1A
3116.917 0.014 102.136 78
3116.931 0.014 102.136 D1
3116.946 0.015 102.136 B2
3116.960 0.014 102.136 00
3116.974 0.014 102.136 2A
3116.988 0.014 102.136 FB
3117.002 0.014 102.136 D1
3117.016 0.014 102.136 16
3117.031 0.014 102.136 4A
3117.045 0.014 102.136 13
3117.060 0.015 102.136 48
3117.074 0.014 102.136 13
3117.088 0.014 102.136 4C
3117.102 0.014 102.136 02
3117.116 0.014 102.136 80
3117.130 0.014 102.136 13
3117.144 0.014 102.136 4A
3117.158 0.014 102.136 80
3117.173 0.015 102.136 25
3117.187 0.014 102.136 11
3117.201 0.014 102.136 70
3117.215 0.014 102.136 02
3117.229 0.014 102.136 21
3117.243 0.014 102.136 19
3119.090 1.846 102.136 70
3119.196 0.106 102.136 E1
3119.215 0.018 102.136 69
3119.232 0.017 102.136 09
3119.252 0.021 102.136 06
3119.268 0.016 102.136 10
3119.284 0.016 102.136 D4
3119.298 0.015 102.136 E3
3119.316 0.018 102.136 E7
3119.331 0.015 102.136 11
3119.348 0.017 102.136 78
3119.363 0.015 102.136 C9
3119.378 0.015 102.136 B2
3119.393 0.015 102.136 41
3119.408 0.015 102.136 5C
3119.422 0.015 102.136 C9
3119.437 0.015 102.136 B2
3119.452 0.015 102.136 A1
3119.467 0.015 102.136 62
3119.484 0.017 102.136 19
3119.508 0.023 102.136 78
3119.522 0.015 102.136 01
3119.537 0.015 102.136 39
3119.551 0.014 102.136 C9
3119.567 0.015 102.136 B2
3119.581 0.015 102.136 19
3119.596 0.015 102.136 70
3119.613 0.017 102.136 11
3119.628 0.015 102.136 78
3119.643 0.014 102.136 01
3119.658 0.015 102.136 31
3119.672 0.015 102.136 C9
3119.688 0.016 102.136 B2
3119.703 0.015 102.136 11
3119.718 0.015 102.136 70
3119.733 0.015 102.136 E1
3119.751 0.018 102.136 69
3119.765 0.014 102.136 0D
3119.780 0.015 102.136 42
3119.794 0.014 102.136 D3
3119.814 0.020 102.136 D0
3119.829 0.015 102.136 19
3119.862 0.033 102.136 78
3119.880 0.017 102.136 00
3119.895 0.015 102.136 29
3119.911 0.016 102.136 EC
3119.926 0.016 102.136 D1
3119.941 0.014 102.136 CF
3119.959 0.018 102.136 E7
3119.974 0.016 102.136 C0
3119.992 0.018 102.136 46
3120.007 0.015 102.136 8C
3120.022 0.015 102.136 00
3120.036 0.014 102.136 00
3120.051 0.015 102.136 20
3120.069 0.018 102.136 7E
3120.084 0.015 102.136 12
3120.098 0.015 102.136 00
3120.113 0.014 102.136 20
3120.127 0.015 102.136 B8
3120.145 0.017 102.136 B0
3120.159 0.015 102.136 00
3120.174 0.015 102.136 08
3120.189 0.015 102.136 E8
3121.711 1.522 102.136 11
3121.739 0.028 102.136 00
3121.755 0.016 102.136 20
3121.771 0.016 102.136 00
3121.789 0.018 102.136 38
3121.803 0.015 102.136 01
3122.517 0.713 102.136 40
3122.548 0.031 102.136 7F
3122.566 0.019 102.136 12
3122.585 0.018 102.136 00
3122.601 0.016 102.136 20
3122.617 0.015 102.136 05
3122.635 0.018 102.136 FC
3122.652 0.017 102.136 FF
3122.667 0.015 102.136 FF
3122.681 0.015 102.136 30
3122.699 0.017 102.136 B5
3122.716 0.018 102.136 3F
3122.731 0.015 102.136 4B
3122.839 0.108 102.136 83
3122.856 0.017 102.136 B0
3122.871 0.015 102.136 1B
3122.890 0.019 102.136 78
3122.905 0.015 102.136 00
3122.923 0.018 102.136 2B
3122.940 0.017 102.136 37
3122.959 0.019 102.136 D1
3122.974 0.015 102.136 3D
3122.993 0.019 102.136 4B
3123.008 0.015 102.136 1A
3123.022 0.014 102.136 78
3123.037 0.015 102.136 D1
3123.054 0.018 102.136 B2
3123.071 0.017 102.136 00
3123.087 0.015 102.136 2A
3123.103 0.017 102.136 FB
3123.119 0.015 102.136 D1
3123.133 0.015 102.136 6C
3123.148 0.014 102.136 46
3123.165 0.017 102.136 07
3123.181 0.016 102.136 32
3123.196 0.015 102.136 22
3123.211 0.015 102.136 70
3123.225 0.014 102.136 F5
3123.243 0.019 102.136 32
3123.262 0.018 102.136 62
3123.276 0.015 102.136 70
3123.293 0.017 102.136 6A
3123.308 0.015 102.136 46
3123.322 0.014 102.136 A0
3123.337 0.015 102.136 70
3123.351 0.014 102.136 12
3123.368 0.017 102.136 88
3123.383 0.015 102.136 38
3123.397 0.014 102.136 4C
3123.412 0.014 102.136 80
3123.426 0.014 102.136 25
3123.441 0.015 102.136 22
3123.455 0.014 102.136 80
3123.490 0.035 102.136 37
3123.508 0.018 102.136 4A
3123.522 0.015 102.136 A0
3123.537 0.015 102.136 70
3123.588 0.051 102.136 11
3125.022 1.433 102.136 70
3125.078 0.057 102.136 03
3125.094 0.016 102.136 21
3125.110 0.016 102.136 36
3125.129 0.018 102.136 48
3125.144 0.015 102.136 19
3125.159 0.015 102.136 70
3125.173 0.015 102.136 C1
3125.188 0.015 102.136 69
3125.203 0.015 102.136 09
3125.218 0.015 102.136 06
3125.232 0.015 102.136 1A
3125.247 0.015 102.136 D4
3125.262 0.015 102.136 1B
3125.277 0.015 102.136 78
3125.291 0.015 102.136 00
3125.306 0.015 102.136 2B
3125.320 0.014 102.136 05
3125.335 0.015 102.136 D0
3125.556 0.221 102.136 80
3125.580 0.024 102.136 23
3125.598 0.018 102.136 32
3125.615 0.017 102.136 4A
3125.631 0.016 102.136 DB
3125.649 0.018 102.136 05
3125.664 0.015 102.136 11
3125.953 0.289 102.136 68
3125.981 0.028 102.136 0B
3125.996 0.015 102.136 43
3126.012 0.015 102.136 13
3126.027 0.016 102.136 60
3126.042 0.015 102.136 03
3126.058 0.016 102.136 B0
3126.074 0.015 102.136 30
3126.088 0.014 102.136 BD
3126.102 0.014 102.136 11
3126.143 0.041 102.136 78
3126.158 0.015 102.136 C9
3126.172 0.014 102.136 B2
3126.186 0.014 102.136 61
3126.200 0.014 102.136 5C
3126.215 0.015 102.136 C9
3126.229 0.014 102.136 B2
3126.243 0.014 102.136 81
3126.258 0.015 102.136 62
3126.272 0.014 102.136 19
3126.287 0.014 102.136 78
3126.301 0.014 102.136 01
3126.315 0.014 102.136 39
3126.329 0.014 102.136 C9
3126.344 0.014 102.136 B2
3126.357 0.014 102.136 19
3126.372 0.014 102.136 70
3126.387 0.015 102.136 11
3126.401 0.014 102.136 78
3126.415 0.014 102.136 01
3126.429 0.014 102.136 31
3126.443 0.014 102.136 C9
3126.457 0.014 102.136 B2
3126.471 0.014 102.136 11
3126.486 0.014 102.136 70
3126.500 0.015 102.136 C1
3126.515 0.014 102.136 69
3126.529 0.014 102.136 0D
3127.380 0.851 102.136 42
3127.408 0.029 102.136 E4
3127.423 0.015 102.136 D0
3127.438 0.015 102.136 19
3127.453 0.014 102.136 78
3127.467 0.015 102.136 00
3127.482 0.014 102.136 29
3127.499 0.017 102.136 EC
3127.513 0.014 102.136 D1
3127.527 0.014 102.136 E0
3127.541 0.014 102.136 E7
3127.555 0.014 102.136 6A
3127.569 0.014 102.136 46
3127.584 0.014 102.136 0F
3127.597 0.014 102.136 23
3127.612 0.014 102.136 13
3127.625 0.014 102.136 70
3127.639 0.014 102.136 EE
3127.654 0.015 102.136 33
3127.669 0.015 102.136 53
3127.684 0.016 102.136 70
3127.699 0.014 102.136 90
3127.713 0.015 102.136 70
3127.727 0.014 102.136 03
3127.742 0.015 102.136 21
3127.755 0.014 102.136 68
3127.770 0.014 102.136 46
3127.784 0.015 102.136 FE
3127.799 0.015 102.136 F7
3127.813 0.014 102.136 7C
3127.828 0.014 102.136 FF
3127.842 0.014 102.136 6B
3127.857 0.015 102.136 46
3127.871 0.014 102.136 02
3127.885 0.014 102.136 0A
3127.899 0.015 102.136 1A
3127.914 0.015 102.136 71
3127.928 0.014 102.136 02
3127.943 0.014 102.136 02
3127.957 0.014 102.136 D8
3127.971 0.014 102.136 70
3127.985 0.014 102.136 12
3127.999 0.014 102.136 0E
3128.013 0.014 102.136 00
3128.028 0.015 102.136 0E
3128.047 0.019 102.136 5A
3128.061 0.014 102.136 71
3128.076 0.015 102.136 98
3128.090 0.015 102.136 71
3128.104 0.014 102.136 18
3128.119 0.014 102.136 4B
3128.133 0.014 102.136 1A
3128.148 0.014 102.136 78
3128.163 0.015 102.136 D1
3128.177 0.014 102.136 B2
3128.191 0.014 102.136 00
3128.205 0.014 102.136 2A
3128.219 0.014 102.136 FB
3128.234 0.014 102.136 D1
3128.248 0.014 102.136 00
3128.262 0.015 102.136 9A
3128.277 0.015 102.136 16
3128.291 0.014 102.136 4C
3128.305 0.014 102.136 17
3129.933 1.628 102.136 48
3129.954 0.022 102.136 22
3129.970 0.015 102.136 60
3129.984 0.014 102.136 6A
3129.998 0.014 102.136 46
3130.012 0.014 102.136 92
3130.026 0.014 102.136 88
3130.041 0.015 102.136 80
3130.055 0.014 102.136 25
3130.069 0.014 102.136 A2
3130.084 0.014 102.136 80
3130.098 0.014 102.136 6A
3130.113 0.015 102.136 46
3130.128 0.015 102.136 92
3130.142 0.014 102.136 79
3130.156 0.014 102.136 A2
3130.170 0.014 102.136 71
3130.184 0.014 102.136 12
3130.198 0.014 102.136 4A
3130.212 0.014 102.136 11
3130.228 0.015 102.136 70
3130.242 0.015 102.136 07
3130.257 0.014 102.136 21
3130.271 0.014 102.136 19
3130.285 0.014 102.136 70
3130.299 0.014 102.136 C1
3130.313 0.014 102.136 69
3130.327 0.014 102.136 09
3130.342 0.015 102.136 06
3130.357 0.015 102.136 B6
3130.371 0.015 102.136 D5
3130.385 0.014 102.136 19
3130.399 0.014 102.136 78
3130.413 0.014 102.136 00
3130.427 0.014 102.136 29
3130.442 0.014 102.136 B3
3130.456 0.015 102.136 D0
3130.471 0.015 102.136 11
3130.485 0.014 102.136 78
3130.499 0.014 102.136 C9
3130.514 0.015 102.136 B2
3130.528 0.014 102.136 61
3130.543 0.015 102.136 5C
3130.557 0.014 102.136 C9
3130.571 0.014 102.136 B2
3130.585 0.014 102.136 81
3130.600 0.014 102.136 62
3130.614 0.014 102.136 19
3130.628 0.014 102.136 78
3130.642 0.014 102.136 01
3130.656 0.014 102.136 39
3130.670 0.014 102.136 C9
3130.684 0.014 102.136 B2
3130.700 0.015 102.136 19
3130.714 0.014 102.136 70
3130.728 0.014 102.136 11
3130.742 0.014 102.136 78
3130.756 0.014 102.136 01
3130.770 0.014 102.136 31
3130.784 0.014 102.136 C9
3130.799 0.014 102.136 B2
3130.813 0.014 102.136 11
3130.827 0.014 102.136 70
3130.841 0.014 102.136 C1
3132.962 2.121 102.136 69
3132.983 0.021 102.136 0D
3132.998 0.015 102.136 42
3133.013 0.015 102.136 A3
3133.027 0.015 102.136 D0
3133.041 0.014 102.136 19
3133.055 0.014 102.136 78
3133.069 0.014 102.136 00
3133.083 0.014 102.136 29
3133.097 0.013 102.136 EC
3133.111 0.014 102.136 D1
3133.125 0.014 102.136 9F
3133.139 0.014 102.136 E7
3133.153 0.015 102.136 C0
3133.167 0.014 102.136 46
3133.182 0.014 102.136 8C
3133.196 0.014 102.136 00
3133.210 0.014 102.136 00
3133.224 0.014 102.136 20
3133.238 0.014 102.136 7E
3133.252 0.014 102.136 12
3133.266 0.014 102.136 00
3133.280 0.014 102.136 20
3133.295 0.014 102.136 E8
3133.309 0.015 102.136 11
3133.323 0.014 102.136 00
3133.337 0.014 102.136 20
3133.352 0.014 102.136 7F
3133.366 0.015 102.136 12
3133.381 0.015 102.136 00
3133.395 0.014 102.136 20
3133.410 0.014 102.136 00
3133.424 0.014 102.136 38
3133.438 0.014 102.136 01
3133.452 0.015 102.136 40
3133.468 0.016 102.136 70
3133.483 0.015 102.136 B5
3133.498 0.015 102.136 14
3133.518 0.020 102.136 4B
3133.534 0.015 102.136 04
3133.548 0.014 102.136 00
3133.562 0.014 102.136 1B
3133.576 0.014 102.136 78
3133.591 0.014 102.136 82
3133.605 0.015 102.136 B0
3133.620 0.015 102.136 00
3133.635 0.014 102.136 2B
3133.649 0.014 102.136 18
3133.663 0.014 102.136 D0
3133.677 0.014 102.136 FD
3133.691 0.014 102.136 23
3133.705 0.014 102.136 01
3133.720 0.014 102.136 22
3133.734 0.014 102.136 CE
3133.749 0.015 102.136 B2
3133.763 0.014 102.136 43
3133.778 0.015 102.136 70
3133.792 0.014 102.136 73
3133.806 0.014 102.136 00
3133.820 0.014 102.136 13
3133.835 0.015 102.136 43
3133.850 0.015 102.136 03
3133.865 0.015 102.136 70
3133.879 0.014 102.136 00
3135.777 1.898 102.136 23
3135.801 0.024 102.136 0D
3135.816 0.015 102.136 1F
3135.831 0.015 102.136 29
3135.845 0.014 102.136 00
3135.860 0.014 102.136 83
3135.874 0.014 102.136 70
3135.888 0.014 102.136 FE
3135.902 0.014 102.136 F7
3135.916 0.014 102.136 26
3135.930 0.014 102.136 FF
3135.945 0.014 102.136 04
3135.959 0.014 102.136 22
3135.976 0.017 102.136 01
3135.990 0.014 102.136 90
3136.005 0.015 102.136 01
3136.019 0.014 102.136 A9
3136.033 0.014 102.136 60
3136.047 0.014 102.136 19
3136.152 0.104 102.136 00
3136.169 0.017 102.136 F0
3136.184 0.015 102.136 4E
3136.199 0.015 102.136 F9
3136.213 0.015 102.136 31
3136.229 0.015 102.136 00
3136.243 0.015 102.136 20
3136.258 0.014 102.136 00
3136.272 0.014 102.136 FF
3136.286 0.015 102.136 F7
3136.301 0.014 102.136 8A
3136.315 0.015 102.136 FE
3136.329 0.014 102.136 02
3136.344 0.014 102.136 B0
3136.358 0.014 102.136 70
3136.372 0.014 102.136 BD
3136.386 0.014 102.136 FC
3136.400 0.014 102.136 22
3136.414 0.014 102.136 04
3136.428 0.014 102.136 39
3136.442 0.014 102.136 CE
3136.456 0.014 102.136 B2
3136.470 0.014 102.136 01
3136.485 0.014 102.136 21
3136.498 0.014 102.136 42
3136.513 0.014 102.136 70
3136.527 0.014 102.136 72
3136.541 0.014 102.136 00
3136.554 0.013 102.136 0A
3136.568 0.014 102.136 43
3136.583 0.014 102.136 02
3136.597 0.014 102.136 70
3136.611 0.014 102.136 83
3136.625 0.014 102.136 70
3136.639 0.014 102.136 EF
3136.654 0.015 102.136 E7
3136.668 0.014 102.136 8C
3136.682 0.014 102.136 00
3136.697 0.015 102.136 00
3136.711 0.014 102.136 20
3136.725 0.014 102.136 30
3136.739 0.014 102.136 B5
3136.753 0.014 102.136 83
3136.767 0.015 102.136 B0
3136.783 0.016 102.136 FF
3138.416 1.633 102.136 24
3138.444 0.027 102.136 6B
3138.462 0.018 102.136 46
3138.481 0.019 102.136 6A
3138.500 0.018 102.136 46
3138.518 0.018 102.136 1C
3138.536 0.019 102.136 70
3138.554 0.018 102.136 43
3138.573 0.019 102.136 1D
3138.590 0.017 102.136 51
3138.608 0.018 102.136 1C
3138.626 0.018 102.136 9A
3138.645 0.019 102.136 B2
3138.663 0.017 102.136 12
3138.681 0.018 102.136 0A
3138.699 0.018 102.136 23
3138.729 0.029 102.136 40
3138.747 0.019 102.136 0B
3138.765 0.018 102.136 70
3138.783 0.018 102.136 4A
3138.804 0.020 102.136 70
3138.822 0.018 102.136 00
3138.840 0.018 102.136 23
3138.858 0.018 102.136 6A
3138.876 0.018 102.136 46
3138.894 0.018 102.136 13
3138.912 0.019 102.136 71
3138.931 0.018 102.136 23
3138.949 0.019 102.136 4B
3138.967 0.018 102.136 1B
3138.985 0.018 102.136 78
3139.003 0.018 102.136 00
3139.022 0.019 102.136 2B
3139.040 0.018 102.136 35
3139.058 0.018 102.136 D1
3139.076 0.018 102.136 FC
3139.095 0.019 102.136 23
3139.113 0.018 102.136 6A
3139.131 0.018 102.136 46
3139.149 0.018 102.136 D3
3139.167 0.018 102.136 70
3139.185 0.018 102.136 21
3139.203 0.018 102.136 4A
3139.221 0.018 102.136 13
3139.240 0.019 102.136 78
3139.258 0.018 102.136 D8
3139.276 0.018 102.136 B2
3139.294 0.017 102.136 00
3139.312 0.018 102.136 2B
3139.330 0.018 102.136 FB
3139.348 0.019 102.136 D1
3139.366 0.018 102.136 00
3139.385 0.019 102.136 9B
3139.403 0.018 102.136 1F
3139.421 0.018 102.136 4C
3139.440 0.019 102.136 1F
3139.458 0.018 102.136 49
3139.476 0.018 102.136 23
3139.494 0.018 102.136 60
3139.512 0.018 102.136 6B
3139.531 0.019 102.136 46
3139.549 0.019 102.136 1B
3139.567 0.018 102.136 79
3139.586 0.019 102.136 80
3141.235 1.649 102.136 25
3141.265 0.029 102.136 23
3141.281 0.016 102.136 71
3141.296 0.015 102.136 05
3141.311 0.015 102.136 23
3141.325 0.014 102.136 08
3141.340 0.015 102.136 70
3141.354 0.014 102.136 1C
3141.368 0.014 102.136 48
3141.382 0.014 102.136 13
3141.396 0.014 102.136 70
3141.410 0.014 102.136 C3
3141.425 0.015 102.136 69
3141.462 0.037 102.136 1B
3141.479 0.017 102.136 06
3141.493 0.014 102.136 10
3141.507 0.014 102.136 D4
3141.521 0.014 102.136 12
3141.536 0.014 102.136 E0
3141.550 0.014 102.136 0B
3141.566 0.016 102.136 78
3141.580 0.014 102.136 DB
3141.594 0.014 102.136 B2
3141.608 0.014 102.136 E3
3141.625 0.017 102.136 5C
3141.643 0.018 102.136 DB
3141.662 0.020 102.136 B2
3141.680 0.018 102.136 83
3141.699 0.019 102.136 62
3141.717 0.018 102.136 13
3141.735 0.018 102.136 78
3141.753 0.018 102.136 01
3141.771 0.018 102.136 3B
3141.789 0.018 102.136 DB
3141.807 0.018 102.136 B2
3141.825 0.018 102.136 13
3141.843 0.018 102.136 70
3141.861 0.018 102.136 0B
3141.879 0.018 102.136 78
3141.897 0.018 102.136 01
3141.916 0.019 102.136 33
3141.934 0.019 102.136 DB
3141.953 0.018 102.136 B2
3141.971 0.018 102.136 0B
3141.989 0.018 102.136 70
3142.007 0.018 102.136 C3
3142.025 0.018 102.136 69
3142.043 0.018 102.136 1D
3142.061 0.018 102.136 42
3142.079 0.018 102.136 02
3142.098 0.018 102.136 D0
3142.116 0.018 102.136 13
3142.134 0.018 102.136 78
3142.152 0.018 102.136 00
3142.170 0.018 102.136 2B
3142.188 0.018 102.136 EC
3142.206 0.018 102.136 D1
3142.224 0.018 102.136 13
3142.243 0.018 102.136 78
3142.261 0.018 102.136 00
3142.279 0.018 102.136 2B
3142.297 0.018 102.136 05
3142.315 0.018 102.136 D0
3142.333 0.018 102.136 80
3143.991 1.659 102.136 23
3144.093 0.102 102.136 0E
3144.112 0.019 102.136 4A
3144.129 0.017 102.136 DB
3144.146 0.017 102.136 05
3144.161 0.015 102.136 11
3144.176 0.015 102.136 68
3144.191 0.015 102.136 0B
3144.206 0.015 102.136 43
3144.221 0.015 102.136 13
3144.236 0.015 102.136 60
3144.250 0.015 102.136 03
3144.266 0.015 102.136 B0
3144.280 0.014 102.136 30
3144.295 0.015 102.136 BD
3144.309 0.014 102.136 FD
3144.324 0.015 102.136 23
3144.339 0.014 102.136 09
3144.353 0.014 102.136 30
3144.368 0.014 102.136 D3
3144.383 0.015 102.136 70
3144.397 0.014 102.136 83
3144.412 0.015 102.136 B2
3144.426 0.014 102.136 1B
3144.442 0.015 102.136 0A
3144.457 0.015 102.136 20
3144.471 0.015 102.136 40
3144.486 0.015 102.136 08
3144.507 0.020 102.136 70
3144.521 0.015 102.136 4B
3144.536 0.015 102.136 70
3144.550 0.014 102.136 68
3144.565 0.015 102.136 46
3144.580 0.015 102.136 05
3144.595 0.015 102.136 21
3144.611 0.016 102.136 FE
3144.626 0.015 102.136 F7
3144.641 0.015 102.136 B8
3144.655 0.015 102.136 FE
3144.670 0.015 102.136 BF
3144.686 0.015 102.136 E7
3144.700 0.014 102.136 C0
3144.715 0.015 102.136 46
3144.729 0.014 102.136 8C
3144.744 0.015 102.136 00
3144.759 0.015 102.136 00
3144.776 0.017 102.136 20
3144.790 0.015 102.136 7E
3144.805 0.015 102.136 12
3144.820 0.014 102.136 00
3144.864 0.044 102.136 20
3144.880 0.016 102.136 E8
3144.896 0.016 102.136 11
3144.910 0.015 102.136 00
3144.926 0.016 102.136 20
3144.941 0.015 102.136 7F
3144.955 0.015 102.136 12
3144.970 0.014 102.136 00
3144.985 0.015 102.136 20
3145.000 0.015 102.136 00
3145.017 0.017 102.136 38
3145.034 0.017 102.136 01
3145.048 0.015 102.136 40
3145.063 0.014 102.136 70
3146.706 1.644 102.136 B5
3146.735 0.028 102.136 07
3146.749 0.015 102.136 4B
3146.764 0.014 102.136 04
3146.778 0.014 102.136 00
3146.792 0.014 102.136 1B
3146.806 0.014 102.136 78
3146.820 0.014 102.136 0D
3146.834 0.014 102.136 00
3146.848 0.014 102.136 00
3146.862 0.014 102.136 2B
3146.876 0.014 102.136 04
3146.890 0.014 102.136 D1
3146.908 0.018 102.136 29
3146.922 0.014 102.136 00
3146.936 0.014 102.136 20
3146.950 0.014 102.136 00
3146.964 0.014 102.136 FF
3146.978 0.014 102.136 F7
3147.034 0.055 102.136 0F
3147.051 0.017 102.136 FE
3147.066 0.015 102.136 70
3147.080 0.014 102.136 BD
3147.095 0.015 102.136 FE
3147.120 0.026 102.136 F7
3147.136 0.015 102.136 B8
3147.150 0.014 102.136 FE
3147.164 0.014 102.136 F7
3147.179 0.014 102.136 E7
3147.193 0.014 102.136 C0
3147.207 0.014 102.136 46
3147.220 0.014 102.136 8C
3147.235 0.014 102.136 00
3147.249 0.014 102.136 00
3147.263 0.014 102.136 20
3147.278 0.014 102.136 70
3147.292 0.014 102.136 B5
3147.305 0.013 102.136 1A
3147.319 0.014 102.136 4B
3147.333 0.014 102.136 1B
