time_since_start_of_packet_ms gap_ms max_gap_ms byte
1225.419 0.008 102.136 02
1225.428 0.008 102.136 03
1225.436 0.008 102.136 00
1225.443 0.008 102.136 92
1225.451 0.008 102.136 99
1225.459 0.008 102.136 4A
1225.466 0.008 102.136 00
1225.474 0.008 102.136 98
1225.482 0.007 102.136 01
1225.489 0.008 102.136 99
1225.497 0.008 102.136 94
1225.505 0.008 102.136 46
1225.512 0.008 102.136 06
1225.520 0.008 102.136 00
1225.528 0.007 102.136 0C
1225.535 0.008 102.136 00
1225.620 0.084 102.136 63
1225.630 0.010 102.136 44
1225.684 0.054 102.136 5A
1225.715 0.031 102.136 1C
1225.732 0.017 102.136 58
1225.749 0.017 102.136 70
1225.764 0.015 102.136 03
1225.780 0.016 102.136 0A
1225.796 0.016 102.136 53
1225.811 0.015 102.136 70
1225.825 0.014 102.136 03
1225.840 0.015 102.136 0C
1225.856 0.016 102.136 93
1225.873 0.017 102.136 70
1225.887 0.015 102.136 03
1225.901 0.014 102.136 0E
1225.915 0.014 102.136 D3
1225.930 0.014 102.136 70
1225.945 0.015 102.136 0B
1225.959 0.014 102.136 0A
1225.973 0.014 102.136 53
1225.987 0.014 102.136 71
1226.001 0.014 102.136 0B
1226.015 0.014 102.136 02
1226.030 0.015 102.136 1B
1226.045 0.015 102.136 0E
1226.059 0.015 102.136 93
1226.074 0.014 102.136 71
1226.088 0.014 102.136 0B
1226.102 0.014 102.136 0E
1226.116 0.014 102.136 11
1226.130 0.014 102.136 71
1226.144 0.015 102.136 D3
1226.159 0.015 102.136 71
1226.173 0.014 102.136 CA
1226.188 0.015 102.136 17
1226.202 0.014 102.136 56
1228.228 2.026 102.136 40
1228.250 0.022 102.136 54
1228.258 0.008 102.136 40
1228.266 0.008 102.136 13
1228.277 0.011 102.136 00
1228.284 0.008 102.136 30
1228.292 0.008 102.136 00
1228.300 0.008 102.136 21
1228.307 0.008 102.136 00
1228.315 0.008 102.136 80
1228.323 0.008 102.136 1A
1228.330 0.007 102.136 99
1228.338 0.008 102.136 41
1228.345 0.008 102.136 8B
1228.353 0.008 102.136 4A
1228.360 0.007 102.136 53
1228.368 0.008 102.136 68
1228.376 0.008 102.136 8B
1228.383 0.008 102.136 42
1228.391 0.008 102.136 00
1228.399 0.008 102.136 DA
1228.407 0.007 102.136 83
1228.414 0.008 102.136 E0
1228.422 0.008 102.136 00
1228.429 0.007 102.136 D1
1228.437 0.008 102.136 7D
1228.444 0.007 102.136 E0
1228.452 0.008 102.136 00
1228.461 0.010 102.136 9B
1228.469 0.008 102.136 01
1228.477 0.008 102.136 9C
1228.485 0.008 102.136 1A
1228.492 0.007 102.136 00
1228.500 0.008 102.136 23
1228.507 0.007 102.136 00
1228.515 0.007 102.136 48
1228.522 0.007 102.136 46
1228.530 0.008 102.136 00
1228.538 0.008 102.136 21
1228.546 0.008 102.136 FD
1228.555 0.009 102.136 F7
1228.563 0.008 102.136 E2
1228.570 0.007 102.136 FB
1228.578 0.008 102.136 84
1228.585 0.007 102.136 4B
1228.593 0.008 102.136 0E
1228.601 0.008 102.136 00
1228.608 0.008 102.136 04
1228.616 0.007 102.136 00
1228.623 0.008 102.136 19
1228.631 0.008 102.136 00
1228.638 0.007 102.136 9A
1228.646 0.008 102.136 46
1228.653 0.007 102.136 00
1228.661 0.008 102.136 25
1228.669 0.008 102.136 1A
1228.677 0.008 102.136 68
1228.684 0.007 102.136 00
1228.692 0.008 102.136 23
1228.700 0.008 102.136 12
1228.707 0.008 102.136 19
1228.715 0.008 102.136 6B
1228.723 0.008 102.136 41
1228.730 0.007 102.136 30
1230.921 2.191 102.136 00
1230.938 0.018 102.136 1C
1230.948 0.010 102.136 00
1230.957 0.009 102.136 09
1230.966 0.009 102.136 92
1230.975 0.009 102.136 00
1230.983 0.009 102.136 23
1230.992 0.009 102.136 4A
1231.004 0.012 102.136 68
1231.013 0.009 102.136 00
1231.021 0.009 102.136 21
1231.030 0.009 102.136 00
1231.039 0.009 102.136 25
1231.048 0.009 102.136 12
1231.056 0.008 102.136 18
1231.065 0.009 102.136 4B
1231.074 0.009 102.136 41
1231.082 0.009 102.136 F6
1231.091 0.009 102.136 17
1231.100 0.009 102.136 12
1231.108 0.009 102.136 19
1231.117 0.009 102.136 6B
1231.126 0.009 102.136 41
1231.134 0.009 102.136 34
1231.143 0.009 102.136 00
1231.151 0.008 102.136 35
1231.160 0.009 102.136 00
1231.168 0.009 102.136 56
1231.177 0.009 102.136 46
1231.186 0.009 102.136 B0
1231.195 0.009 102.136 68
1231.203 0.008 102.136 06
1231.212 0.009 102.136 92
1231.220 0.008 102.136 C1
1231.228 0.009 102.136 17
1231.237 0.008 102.136 00
1231.245 0.009 102.136 19
1231.254 0.009 102.136 69
1231.263 0.009 102.136 41
1231.271 0.008 102.136 1C
1231.280 0.009 102.136 00
1231.288 0.009 102.136 00
1231.297 0.009 102.136 25
1231.306 0.009 102.136 00
1231.314 0.008 102.136 19
1231.322 0.008 102.136 69
1231.331 0.009 102.136 41
1231.340 0.009 102.136 74
1231.349 0.009 102.136 49
1231.357 0.008 102.136 05
1231.365 0.008 102.136 00
1231.374 0.009 102.136 4B
1231.382 0.008 102.136 68
1231.391 0.009 102.136 0C
1231.399 0.008 102.136 92
1231.408 0.009 102.136 0D
1231.417 0.009 102.136 90
1231.425 0.009 102.136 AB
1231.434 0.009 102.136 42
1231.442 0.008 102.136 05
1231.451 0.009 102.136 DC
1231.459 0.008 102.136 00
1231.468 0.009 102.136 D1
1231.476 0.008 102.136 C8
1233.633 2.157 102.136 E0
1233.649 0.015 102.136 71
1233.658 0.010 102.136 49
1233.667 0.009 102.136 4B
1233.729 0.062 102.136 68
1233.869 0.139 102.136 83
1233.888 0.019 102.136 42
1233.905 0.017 102.136 40
1233.929 0.024 102.136 DA
1233.945 0.015 102.136 1B
1233.960 0.015 102.136 20
1233.975 0.015 102.136 03
1233.991 0.015 102.136 F0
1234.007 0.017 102.136 8E
1234.023 0.015 102.136 FA
1234.038 0.016 102.136 6E
1234.054 0.016 102.136 4B
1234.069 0.015 102.136 1B
1234.083 0.014 102.136 78
1234.098 0.015 102.136 98
1234.116 0.018 102.136 46
1234.135 0.018 102.136 5B
1234.150 0.015 102.136 00
1234.164 0.015 102.136 08
1234.179 0.015 102.136 93
1234.194 0.015 102.136 6D
1234.208 0.015 102.136 4B
1234.226 0.018 102.136 9B
1234.241 0.015 102.136 46
1234.256 0.015 102.136 66
1234.271 0.015 102.136 4A
1234.285 0.014 102.136 08
1234.301 0.016 102.136 9B
1234.315 0.014 102.136 94
1234.330 0.014 102.136 46
1234.347 0.017 102.136 43
1234.363 0.015 102.136 44
1234.377 0.014 102.136 9B
1234.394 0.017 102.136 00
1234.409 0.014 102.136 43
1234.428 0.019 102.136 44
1234.442 0.015 102.136 49
1234.457 0.015 102.136 46
1234.473 0.016 102.136 63
1234.491 0.018 102.136 44
1234.505 0.014 102.136 1A
1234.520 0.014 102.136 00
1234.534 0.015 102.136 59
1234.549 0.015 102.136 72
1234.564 0.014 102.136 0B
1234.578 0.015 102.136 0A
1234.593 0.014 102.136 93
1234.607 0.014 102.136 72
1234.621 0.014 102.136 0B
1234.636 0.014 102.136 02
1234.650 0.014 102.136 1B
1234.665 0.015 102.136 0E
1234.680 0.014 102.136 D3
1234.694 0.014 102.136 72
1234.708 0.014 102.136 09
1234.723 0.015 102.136 0E
1234.738 0.014 102.136 43
1234.752 0.014 102.136 46
1234.970 0.218 102.136 11
1236.499 1.529 102.136 73
1236.566 0.067 102.136 1F
1236.583 0.017 102.136 22
1236.600 0.017 102.136 01
1236.618 0.018 102.136 33
1236.633 0.015 102.136 13
1236.648 0.014 102.136 40
1236.663 0.015 102.136 60
1236.677 0.015 102.136 4A
1236.692 0.014 102.136 13
1236.706 0.015 102.136 70
1236.721 0.014 102.136 72
1236.736 0.015 102.136 B6
1236.750 0.015 102.136 61
1236.765 0.015 102.136 4A
1236.780 0.015 102.136 13
1236.795 0.015 102.136 78
1236.810 0.014 102.136 01
1236.828 0.018 102.136 33
1236.842 0.014 102.136 13
1236.859 0.017 102.136 70
1236.874 0.015 102.136 62
1236.890 0.016 102.136 B6
1236.904 0.015 102.136 53
1236.919 0.015 102.136 46
1236.934 0.014 102.136 09
1236.951 0.017 102.136 9A
1237.085 0.134 102.136 9D
1237.104 0.019 102.136 60
1237.120 0.015 102.136 1A
1237.134 0.015 102.136 60
1237.150 0.015 102.136 06
1237.165 0.015 102.136 9A
1237.179 0.015 102.136 5A
1237.194 0.014 102.136 60
1237.208 0.014 102.136 5A
1237.222 0.014 102.136 46
1237.240 0.018 102.136 00
1237.255 0.015 102.136 9B
1237.269 0.014 102.136 01
1237.284 0.014 102.136 9C
1237.298 0.015 102.136 13
1237.312 0.014 102.136 60
1237.327 0.014 102.136 54
1237.341 0.014 102.136 60
1237.359 0.018 102.136 0F
1237.373 0.014 102.136 B0
1237.387 0.014 102.136 F0
1237.401 0.014 102.136 BC
1237.416 0.014 102.136 BB
1237.430 0.014 102.136 46
1237.444 0.014 102.136 B2
1237.462 0.017 102.136 46
1237.476 0.015 102.136 A9
1237.496 0.020 102.136 46
1237.510 0.014 102.136 A0
1237.525 0.014 102.136 46
1237.602 0.077 102.136 F0
1237.621 0.019 102.136 BD
1237.635 0.015 102.136 83
1237.655 0.020 102.136 42
1237.671 0.016 102.136 00
1237.685 0.014 102.136 D0
1237.700 0.015 102.136 D8
1239.307 1.607 102.136 E6
1239.357 0.050 102.136 13
1239.374 0.017 102.136 68
1239.390 0.016 102.136 B3
1239.407 0.017 102.136 42
1239.424 0.017 102.136 00
1239.440 0.015 102.136 D3
1239.458 0.019 102.136 D4
1239.478 0.020 102.136 E6
1239.493 0.015 102.136 AF
1239.508 0.015 102.136 E6
1239.523 0.015 102.136 83
1239.538 0.015 102.136 42
1239.552 0.015 102.136 C4
1239.567 0.015 102.136 D1
1239.582 0.015 102.136 0B
1239.600 0.018 102.136 68
1239.615 0.015 102.136 93
1239.630 0.015 102.136 42
1239.644 0.015 102.136 B9
1239.659 0.015 102.136 D3
1239.674 0.015 102.136 C0
1239.689 0.015 102.136 E7
1239.703 0.015 102.136 13
1239.718 0.015 102.136 68
1239.733 0.015 102.136 83
1239.748 0.015 102.136 42
1239.763 0.015 102.136 00
1239.783 0.020 102.136 D3
1239.798 0.015 102.136 7D
1239.813 0.016 102.136 E7
1239.829 0.015 102.136 10
1239.844 0.015 102.136 20
1239.859 0.015 102.136 03
1239.874 0.015 102.136 F0
1239.889 0.015 102.136 43
1239.904 0.015 102.136 FA
1239.918 0.015 102.136 49
1239.933 0.015 102.136 4B
1239.948 0.015 102.136 1B
1239.969 0.021 102.136 78
1239.984 0.015 102.136 98
1239.999 0.015 102.136 46
1240.014 0.015 102.136 5B
1240.028 0.015 102.136 00
1240.043 0.015 102.136 08
1240.058 0.015 102.136 93
1240.073 0.015 102.136 43
1240.088 0.015 102.136 44
1240.103 0.015 102.136 99
1240.117 0.015 102.136 00
1240.132 0.015 102.136 40
1240.239 0.107 102.136 4B
1240.299 0.060 102.136 41
1240.317 0.018 102.136 44
1240.332 0.015 102.136 9C
1240.349 0.017 102.136 46
1240.364 0.015 102.136 61
1240.482 0.118 102.136 44
1240.499 0.017 102.136 8B
1240.518 0.019 102.136 78
1240.532 0.015 102.136 48
1240.547 0.015 102.136 78
1240.562 0.014 102.136 1B
1242.774 2.212 102.136 02
1246.539 3.766 102.136 CA
1246.598 0.059 102.136 78
1246.616 0.017 102.136 18
1246.632 0.016 102.136 43
1246.647 0.015 102.136 0B
1246.663 0.016 102.136 79
1246.678 0.015 102.136 12
1246.704 0.026 102.136 04
1246.719 0.015 102.136 02
1246.734 0.015 102.136 43
1246.749 0.015 102.136 1B
1246.764 0.015 102.136 06
1246.778 0.015 102.136 88
1246.793 0.015 102.136 79
1246.808 0.015 102.136 1A
1246.822 0.015 102.136 43
1246.837 0.015 102.136 4B
1246.852 0.015 102.136 79
1247.164 0.312 102.136 CC
1247.181 0.017 102.136 79
1247.196 0.015 102.136 00
1247.211 0.015 102.136 02
1247.225 0.015 102.136 18
1247.240 0.015 102.136 43
1247.255 0.015 102.136 0B
1247.269 0.014 102.136 7A
1247.284 0.015 102.136 24
1247.301 0.017 102.136 04
1247.316 0.015 102.136 20
1247.330 0.015 102.136 43
1247.345 0.014 102.136 1B
1247.360 0.015 102.136 06
1247.374 0.015 102.136 03
1247.389 0.015 102.136 43
1247.606 0.217 102.136 5E
1247.625 0.018 102.136 E7
1248.068 0.443 102.136 13
1248.086 0.018 102.136 68
1248.101 0.015 102.136 83
1248.116 0.015 102.136 42
1248.131 0.015 102.136 00
1248.145 0.015 102.136 D3
1248.160 0.015 102.136 15
1248.175 0.015 102.136 E6
1248.189 0.014 102.136 0F
1248.204 0.015 102.136 20
1248.218 0.014 102.136 03
1248.234 0.016 102.136 F0
1248.249 0.015 102.136 1C
1248.263 0.014 102.136 FA
1248.278 0.015 102.136 35
1248.293 0.014 102.136 4B
1248.307 0.014 102.136 30
1248.321 0.014 102.136 4A
1248.371 0.050 102.136 1B
1248.387 0.015 102.136 78
1248.401 0.014 102.136 94
1248.416 0.014 102.136 46
1248.431 0.015 102.136 98
1248.535 0.105 102.136 46
1248.561 0.026 102.136 5B
1248.577 0.016 102.136 00
1248.593 0.016 102.136 08
1248.608 0.015 102.136 93
1248.622 0.015 102.136 43
1248.638 0.015 102.136 44
1248.652 0.015 102.136 9B
1248.667 0.015 102.136 00
1248.683 0.016 102.136 43
1248.697 0.014 102.136 44
1248.711 0.014 102.136 63
1248.729 0.017 102.136 44
1248.743 0.015 102.136 99
1248.758 0.015 102.136 78
1248.773 0.015 102.136 58
1248.788 0.014 102.136 78
1248.802 0.014 102.136 DA
1248.816 0.015 102.136 78
1248.831 0.014 102.136 09
1248.846 0.015 102.136 02
1248.860 0.014 102.136 08
1248.875 0.015 102.136 43
1248.889 0.015 102.136 19
1248.904 0.015 102.136 79
1248.918 0.014 102.136 12
1248.933 0.014 102.136 04
1248.947 0.014 102.136 02
1248.976 0.029 102.136 43
1248.991 0.015 102.136 09
1249.005 0.014 102.136 06
1249.020 0.014 102.136 11
1249.034 0.015 102.136 43
1249.049 0.014 102.136 02
1249.066 0.017 102.136 91
1249.314 0.248 102.136 99
1249.336 0.022 102.136 79
1249.354 0.018 102.136 58
1249.370 0.016 102.136 79
1249.386 0.016 102.136 DA
1249.403 0.017 102.136 79
1249.418 0.015 102.136 09
1249.433 0.015 102.136 02
1249.507 0.074 102.136 1B
1249.527 0.020 102.136 7A
1249.542 0.015 102.136 08
1249.558 0.016 102.136 43
1249.575 0.017 102.136 12
1249.590 0.015 102.136 04
1249.605 0.015 102.136 02
1249.620 0.014 102.136 43
1249.634 0.014 102.136 1B
1249.649 0.014 102.136 06
1249.663 0.015 102.136 13
1249.678 0.015 102.136 43
1249.692 0.015 102.136 04
1249.706 0.014 102.136 93
1249.721 0.015 102.136 F0
1249.736 0.015 102.136 E5
1249.751 0.014 102.136 13
1249.765 0.015 102.136 68
1249.779 0.014 102.136 A3
1249.793 0.014 102.136 42
1249.808 0.014 102.136 00
1249.822 0.014 102.136 D3
1249.836 0.014 102.136 0E
1249.851 0.015 102.136 E6
1249.865 0.014 102.136 1C
1249.880 0.015 102.136 20
1249.894 0.014 102.136 03
1249.909 0.014 102.136 F0
1249.923 0.014 102.136 F3
1249.939 0.016 102.136 F9
1249.954 0.014 102.136 5B
1249.968 0.015 102.136 46
1249.984 0.015 102.136 5C
1249.998 0.014 102.136 68
1250.012 0.014 102.136 1B
1250.026 0.014 102.136 68
1250.041 0.014 102.136 06
1250.055 0.014 102.136 93
1250.069 0.014 102.136 07
1250.084 0.014 102.136 94
1250.099 0.015 102.136 1E
1250.127 0.028 102.136 4B
1250.141 0.014 102.136 19
1250.155 0.014 102.136 4A
1250.170 0.014 102.136 1B
1250.185 0.015 102.136 78
1250.199 0.015 102.136 94
1250.214 0.014 102.136 46
1250.229 0.015 102.136 98
1250.243 0.015 102.136 46
1250.258 0.015 102.136 5B
1250.272 0.015 102.136 00
1250.354 0.082 102.136 08
1250.373 0.019 102.136 93
1250.389 0.016 102.136 43
1250.404 0.015 102.136 44
1250.419 0.015 102.136 9B
1250.434 0.015 102.136 00
1250.449 0.015 102.136 43
1250.464 0.015 102.136 44
1250.478 0.014 102.136 63
1250.493 0.015 102.136 44
1250.507 0.014 102.136 9A
1250.521 0.014 102.136 78
1250.536 0.014 102.136 59
1250.550 0.014 102.136 78
1250.565 0.015 102.136 12
1250.579 0.015 102.136 02
1250.594 0.014 102.136 0A
1250.608 0.014 102.136 43
1250.622 0.014 102.136 D9
1250.637 0.014 102.136 78
1250.651 0.014 102.136 09
1250.665 0.014 102.136 04
1250.679 0.014 102.136 0A
1250.694 0.015 102.136 43
1250.708 0.014 102.136 19
1250.723 0.015 102.136 79
1250.738 0.015 102.136 09
1250.753 0.015 102.136 06
1250.767 0.014 102.136 11
1250.781 0.014 102.136 43
1250.795 0.014 102.136 02
1250.849 0.054 102.136 91
1250.869 0.020 102.136 98
1250.885 0.016 102.136 79
1250.901 0.016 102.136 5A
1250.916 0.016 102.136 79
1250.931 0.015 102.136 00
1250.946 0.016 102.136 02
1250.960 0.014 102.136 10
1250.975 0.015 102.136 43
1250.990 0.015 102.136 DA
1251.005 0.015 102.136 79
1251.019 0.015 102.136 1B
1251.034 0.015 102.136 7A
1251.049 0.015 102.136 12
1251.063 0.014 102.136 04
1251.077 0.014 102.136 02
1251.092 0.015 102.136 43
1251.107 0.015 102.136 1B
1251.122 0.015 102.136 06
1251.141 0.018 102.136 13
1251.155 0.014 102.136 43
1251.169 0.014 102.136 04
1251.184 0.015 102.136 93
1251.199 0.015 102.136 E4
1251.214 0.015 102.136 E5
1251.228 0.014 102.136 0B
1251.242 0.015 102.136 68
1251.256 0.014 102.136 93
1251.271 0.014 102.136 42
1251.284 0.014 102.136 00
1251.299 0.015 102.136 D8
1251.316 0.017 102.136 32
1251.332 0.016 102.136 E7
1251.346 0.014 102.136 35
1251.363 0.017 102.136 E7
1251.379 0.016 102.136 09
1251.393 0.014 102.136 4B
1251.407 0.014 102.136 1B
1251.422 0.014 102.136 68
1251.436 0.014 102.136 B3
1251.453 0.017 102.136 42
1251.467 0.014 102.136 00
1251.482 0.015 102.136 D8
1251.498 0.016 102.136 1C
1251.513 0.015 102.136 E6
1251.527 0.014 102.136 20
1251.543 0.016 102.136 E6
1251.558 0.015 102.136 06
1251.573 0.016 102.136 4B
1251.590 0.017 102.136 1B
1251.604 0.014 102.136 68
1251.620 0.016 102.136 B3
1251.635 0.015 102.136 42
1251.649 0.014 102.136 00
1251.664 0.014 102.136 D8
1251.678 0.014 102.136 A6
1251.693 0.015 102.136 E6
1251.709 0.016 102.136 AF
1251.729 0.020 102.136 E6
1251.743 0.014 102.136 C0
1251.758 0.016 102.136 46
1251.773 0.014 102.136 AC
1251.788 0.015 102.136 0B
1251.803 0.015 102.136 00
1251.818 0.015 102.136 20
1251.832 0.015 102.136 58
1251.848 0.016 102.136 00
1251.866 0.017 102.136 00
1251.880 0.014 102.136 20
1251.896 0.016 102.136 60
1253.154 1.258 102.136 0D
1253.178 0.025 102.136 00
1253.193 0.015 102.136 20
1253.215 0.021 102.136 70
1253.229 0.014 102.136 00
1253.243 0.014 102.136 00
1253.258 0.014 102.136 20
1253.272 0.014 102.136 78
1253.288 0.016 102.136 00
1253.302 0.014 102.136 00
1253.316 0.014 102.136 20
1253.331 0.015 102.136 C9
1253.345 0.014 102.136 0D
1253.359 0.014 102.136 00
1253.374 0.014 102.136 20
1253.386 0.013 102.136 D8
1253.398 0.012 102.136 0D
1253.410 0.012 102.136 00
1253.423 0.013 102.136 20
1253.435 0.012 102.136 4F
1253.447 0.012 102.136 0D
1253.458 0.012 102.136 00
1253.470 0.012 102.136 20
1253.482 0.012 102.136 80
1253.494 0.012 102.136 23
1253.534 0.041 102.136 10
1253.549 0.015 102.136 4A
1253.561 0.012 102.136 9B
1253.579 0.018 102.136 02
1253.591 0.012 102.136 11
1253.604 0.012 102.136 6C
1253.616 0.012 102.136 01
1253.628 0.012 102.136 20
1253.642 0.013 102.136 0B
1253.653 0.012 102.136 43
1253.665 0.012 102.136 80
1253.677 0.012 102.136 21
1253.688 0.012 102.136 13
1253.700 0.012 102.136 64
1253.712 0.013 102.136 00
1253.724 0.012 102.136 22
1253.736 0.012 102.136 0D
1253.748 0.012 102.136 4B
1253.766 0.018 102.136 09
1253.779 0.013 102.136 01
1253.791 0.011 102.136 9A
1253.803 0.012 102.136 62
1253.815 0.012 102.136 D9
1253.826 0.012 102.136 62
1253.839 0.012 102.136 19
1253.851 0.013 102.136 68
1253.863 0.012 102.136 01
1253.875 0.012 102.136 43
1253.886 0.012 102.136 19
1253.898 0.012 102.136 60
1253.911 0.013 102.136 1A
1253.923 0.012 102.136 61
1253.934 0.012 102.136 DA
1253.946 0.012 102.136 68
1253.957 0.011 102.136 09
1253.969 0.012 102.136 49
1253.981 0.012 102.136 02
1253.993 0.012 102.136 43
1254.005 0.012 102.136 C5
1255.866 1.860 102.136 20
1255.886 0.020 102.136 DA
1255.898 0.013 102.136 60
1255.911 0.013 102.136 08
1255.923 0.012 102.136 4B
1255.936 0.013 102.136 80
1255.951 0.014 102.136 00
1255.962 0.012 102.136 1A
1255.976 0.013 102.136 58
1255.987 0.012 102.136 11
1255.999 0.012 102.136 40
1256.011 0.012 102.136 80
1256.023 0.012 102.136 22
1256.034 0.012 102.136 D2
1256.046 0.012 102.136 01
1256.058 0.011 102.136 0A
1256.101 0.043 102.136 43
1256.115 0.014 102.136 1A
1256.128 0.013 102.136 50
1256.140 0.012 102.136 80
1256.152 0.012 102.136 22
1256.165 0.012 102.136 92
1256.177 0.012 102.136 03
1256.189 0.012 102.136 1A
1256.201 0.012 102.136 60
1256.213 0.012 102.136 70
1256.225 0.012 102.136 47
1256.237 0.012 102.136 00
1256.249 0.012 102.136 10
1256.261 0.011 102.136 02
1256.273 0.012 102.136 40
1256.285 0.012 102.136 00
1256.296 0.012 102.136 44
1256.308 0.012 102.136 01
1256.319 0.012 102.136 40
1256.331 0.012 102.136 FF
1256.344 0.013 102.136 00
1256.355 0.012 102.136 FF
1256.368 0.013 102.136 FF
1256.380 0.012 102.136 00
1256.392 0.012 102.136 E1
1256.404 0.012 102.136 00
1256.417 0.013 102.136 E0
1256.429 0.013 102.136 F0
1256.441 0.012 102.136 B5
1256.453 0.011 102.136 DE
1256.465 0.012 102.136 46
1256.476 0.012 102.136 57
1256.488 0.012 102.136 46
1256.500 0.012 102.136 4E
1256.519 0.020 102.136 46
1256.531 0.012 102.136 45
1256.543 0.011 102.136 46
1256.555 0.012 102.136 E0
1256.567 0.012 102.136 B5
1256.578 0.012 102.136 99
1256.590 0.011 102.136 46
1256.602 0.012 102.136 03
1256.613 0.012 102.136 12
1256.625 0.011 102.136 9A
1256.637 0.012 102.136 46
1256.648 0.011 102.136 3B
1256.660 0.012 102.136 4B
1256.671 0.012 102.136 0D
1258.658 1.987 102.136 00
1258.679 0.020 102.136 04
1258.692 0.013 102.136 06
1258.704 0.012 102.136 18
1258.736 0.032 102.136 68
1258.756 0.020 102.136 59
1258.769 0.013 102.136 68
1258.781 0.012 102.136 39
1258.794 0.012 102.136 4B
1258.806 0.012 102.136 8B
1258.818 0.013 102.136 B0
1258.831 0.013 102.136 06
1258.844 0.013 102.136 92
1258.857 0.013 102.136 9B
1258.869 0.012 102.136 46
1258.880 0.012 102.136 1A
1258.892 0.012 102.136 68
1258.905 0.012 102.136 5B
1258.916 0.012 102.136 68
1258.928 0.012 102.136 02
1258.941 0.012 102.136 90
1258.952 0.012 102.136 03
1258.965 0.012 102.136 91
1258.977 0.013 102.136 FD
1258.989 0.012 102.136 F7
1259.001 0.012 102.136 66
1259.013 0.012 102.136 FA
1259.086 0.074 102.136 06
1259.101 0.015 102.136 00
1259.113 0.012 102.136 0F
1259.126 0.013 102.136 00
1259.139 0.013 102.136 02
1259.152 0.013 102.136 00
1259.164 0.012 102.136 0B
1259.176 0.012 102.136 00
1259.188 0.012 102.136 92
1259.200 0.012 102.136 19
1259.213 0.013 102.136 7B
1259.226 0.013 102.136 41
1259.238 0.012 102.136 00
1259.250 0.012 102.136 2B
1259.262 0.012 102.136 5A
1259.274 0.012 102.136 DC
1259.286 0.012 102.136 57
1259.298 0.012 102.136 D0
1259.308 0.010 102.136 33
1259.318 0.010 102.136 00
1259.328 0.010 102.136 04
1259.339 0.010 102.136 96
1259.348 0.010 102.136 00
1259.358 0.010 102.136 22
1259.369 0.010 102.136 5B
1259.379 0.011 102.136 00
1259.389 0.010 102.136 E9
1259.399 0.010 102.136 1A
1259.409 0.010 102.136 01
1259.419 0.010 102.136 92
1259.429 0.010 102.136 00
1259.439 0.010 102.136 91
1259.449 0.010 102.136 32
1259.459 0.010 102.136 00
1259.469 0.010 102.136 3B
1259.479 0.010 102.136 00
1259.489 0.010 102.136 05
1261.614 2.125 102.136 91
1261.675 0.061 102.136 00
1261.692 0.017 102.136 98
1261.709 0.017 102.136 01
1261.726 0.017 102.136 99
1261.741 0.016 102.136 80
1261.757 0.016 102.136 19
1261.772 0.015 102.136 79
1261.787 0.015 102.136 41
1261.802 0.015 102.136 FD
1261.818 0.015 102.136 F7
1261.833 0.015 102.136 71
1261.848 0.016 102.136 FA
1261.863 0.015 102.136 80
1261.878 0.015 102.136 46
1261.893 0.015 102.136 02
1261.909 0.016 102.136 00
1261.923 0.015 102.136 0B
1261.938 0.015 102.136 00
1261.953 0.015 102.136 07
1261.968 0.015 102.136 91
1261.982 0.015 102.136 20
1261.997 0.015 102.136 00
1262.012 0.015 102.136 51
1262.028 0.016 102.136 46
1262.043 0.015 102.136 FD
1262.057 0.015 102.136 F7
1262.072 0.015 102.136 45
1262.092 0.020 102.136 FA
1262.107 0.015 102.136 02
1262.122 0.015 102.136 9A
1262.136 0.015 102.136 03
1262.152 0.015 102.136 9B
1262.166 0.015 102.136 08
1262.181 0.015 102.136 90
1262.196 0.015 102.136 23
1262.211 0.015 102.136 48
1262.226 0.015 102.136 09
1262.241 0.015 102.136 91
1262.256 0.015 102.136 02
1262.274 0.018 102.136 F0
1262.289 0.015 102.136 FC
1262.304 0.015 102.136 FF
1262.319 0.015 102.136 5A
1262.334 0.015 102.136 46
1262.348 0.015 102.136 22
1262.363 0.015 102.136 48
1262.378 0.015 102.136 53
1262.393 0.015 102.136 68
1262.408 0.015 102.136 12
1262.422 0.014 102.136 68
1262.437 0.015 102.136 02
1262.452 0.015 102.136 F0
1262.467 0.015 102.136 F6
1262.481 0.015 102.136 FF
1262.496 0.014 102.136 22
1262.511 0.016 102.136 00
1262.527 0.015 102.136 53
1262.542 0.015 102.136 46
1262.557 0.015 102.136 1F
1262.572 0.015 102.136 48
1262.586 0.015 102.136 02
1262.601 0.015 102.136 F0
1262.615 0.015 102.136 F1
1264.194 1.579 102.136 FF
1264.245 0.051 102.136 2A
1264.263 0.017 102.136 00
1264.279 0.017 102.136 00
1264.295 0.016 102.136 23
1264.312 0.017 102.136 1E
1264.327 0.015 102.136 48
1264.342 0.015 102.136 02
1264.490 0.148 102.136 F0
1264.511 0.022 102.136 EC
1264.528 0.016 102.136 FF
1264.543 0.015 102.136 32
1264.558 0.015 102.136 00
1264.572 0.015 102.136 3B
1264.587 0.015 102.136 00
1264.601 0.014 102.136 1C
1264.616 0.015 102.136 48
1264.630 0.014 102.136 02
1264.645 0.015 102.136 F0
1264.659 0.014 102.136 E7
1264.674 0.015 102.136 FF
1264.688 0.014 102.136 00
1264.703 0.015 102.136 9A
1264.717 0.014 102.136 01
1264.732 0.015 102.136 9B
1264.746 0.014 102.136 1B
